id,messier_id,image,image_desc
17,M2,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-2-location.png,Messier 2 location in Aquarius constellation. Image: IAU and Sky & Telescope magazine (Roger Sinnott & Rick Fienberg)
18,M3,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-3.jpg,Messier 3. Image: Adam Block/Mount Lemmon SkyCenter/University of Arizona
19,M3,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-3-location.jpg,Messier 3 location. Image: NASA (Wikisky)
20,M3,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-3-globular-cluster.jpg,"Messier 3. Image: Two Micron All Sky Survey (2MASS), a joint project of the University of Massachusetts and the Infrared Processing and Analysis Center/California Institute of Technology, funded by the National Aeronautics and Space Administration and the National Science Foundation."
21,M3,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-3-location.png,Messier 3 location. Image: IAU and Sky & Telescope magazine (Roger Sinnott & Rick Fienberg)
22,M3,https://www.messier-objects.com/wp-content/uploads/2015/01/NGC-5272.jpg,"Messier 3. Image based on observations made with the NASA/ESA Hubble Space Telescope, and obtained from the Hubble Legacy Archive, which is a collaboration between the Space Telescope Science Institute (STScI/NASA), the Space Telescope European Coordinating Facility (ST-ECF/ESA) and the Canadian Astronomy Data Centre (CADC/NRC/CSA)."
23,M3,https://www.messier-objects.com/wp-content/uploads/2015/01/M3.jpg,Image of globular cluster M3 taken by Robert J. Vanderbei.
24,M3,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-3-colour-magnitude-diagram.jpg,"This is a color-magnitude diagram for the Messier 3 globular cluster (after A.R. Sandage 1953). The colored points on the chart represent the plotted positions of stars in the cluster. The horizontal scale is based on the B—V color index of the measured stars. From the main sequence stars at magnitude 19 and fainter, the plot forms a knee that bends toward the upper right. Based on the position of the knee, the distance modulus for this cluster is determined to be 15.7. The stars along the upper right branch have left the main sequence and entered the red giant stage. From the red giants branch, a horizontal branch then runs to the left. Note the gap in this branch at visual magnitude 15–16 and spectral type A, where there is a population of variable stars. Image: R.J. Hall"
25,M4,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-4.jpg,"This sparkling picture taken by the NASA/ESA Hubble Space Telescope shows the centre of globular cluster M4. The power of Hubble has resolved the cluster into a multitude of glowing orbs, each a colossal nuclear furnace. M4 is relatively close to us, lying 7200 light-years distant, making it a prime object for study. It contains several tens of thousand stars and is noteworthy in being home to many white dwarfs — the cores of ancient, dying stars whose outer layers have drifted away into space. In July 2003, Hubble helped make the astounding discovery of a planet called PSR B1620-26 b, 2.5 times the mass of Jupiter, which is located in this cluster. Its age is estimated to be around 13 billion years — almost three times as old as the Solar System! It is also unusual in that it orbits a binary system of a white dwarf and a pulsar (a type of neutron star). Image: ESA/Hubble & NASA"
26,M4,https://www.messier-objects.com/wp-content/uploads/2015/01/NGC-6121.jpg,This image from the Wide Field Imager attached to the MPG/ESO 2.2-metre telescope at ESO’s La Silla Observatory shows the spectacular globular star cluster Messier 4. This great ball of ancient stars is one of the closest of such stellar systems to the Earth and appears in the constellation of Scorpius (The Scorpion) close to the bright red star Antares. Image: ESO. Acknowledgement: ESO Imaging Survey
27,M4,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-4-stars.jpg,White dwarfs amid Sun-like stars and red stars in globular cluster M4 by Hubble Space Telescope. Image: NASA
28,M4,https://www.messier-objects.com/wp-content/uploads/2015/01/Pulsar-B1620-26.jpg,"Hubble Space Telescope image of the location of the pulsar B1620-26, which is orbited by both a white dwarf and a Jupiter-sized planet. Credit: NASA and H. Richer (University of British Columbia)."
29,M4,https://www.messier-objects.com/wp-content/uploads/2015/01/Genesis-planet.jpg,Evolution of PSR B1620-26. Image: NASA and A. Feild (STScI)
30,M4,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-4-location.png,Messier 4 location. Image: IAU and Sky & Telescope magazine (Roger Sinnott & Rick Fienberg)
31,M4,https://www.messier-objects.com/wp-content/uploads/2015/01/M4.jpg,Messier 4 in Scorpius. Image: Hewholooks at wikipedia.org
32,M4,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-4-Hubble.jpg,"Globular star cluster M4, NGC 6121. Image: NASA"
33,M4,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-4-and-Antares.jpg,"Antares, 22 Scorpii, IC 4605, NGC 6144, M4, Al Niyat – taken with a Canon ESD 20D and ad an adapted Pentacon Six line Carl Zeiss Jena Sonnar 2.8/180 mm. 14×10 s exposures stacked with Fitswork. Taken from Andremba Village in SW Madagascar. Image: AsperaAT at wikipedia.org"
34,M5,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-5.jpg,"The globular cluster Messier 5, shown here in this NASA/ESA Hubble Space Telescope image, is one of the oldest belonging to the Milky Way. The majority of its stars formed more than 12 billion years ago, but there are some unexpected newcomers on the scene, adding some vitality to this aging population. Stars in globular clusters form in the same stellar nursery and grow old together. The most massive stars age quickly, exhausting their fuel supply in less than a million years, and end their lives in spectacular supernovae explosions. This process should have left the ancient cluster Messier 5 with only old, low-mass stars, which, as they have aged and cooled, have become red giants, while the oldest stars have evolved even further into blue horizontal branch stars. Yet astronomers have spotted many young, blue stars in this cluster, hiding amongst the much more luminous ancient stars. Astronomers think that these laggard youngsters, called blue stragglers, were created either by stellar collisions or by the transfer of mass between binary stars. Such events are easy to imagine in densely populated globular clusters, in which up to a few million stars are tightly packed together.Messier 5 lies at a distance of about 25 000 light-years in the constellation of Serpens (The Snake). This image was taken with Wide Field Channel of Hubble’s Advanced Camera for Surveys. The picture was created from images taken through a blue filter (F435W, coloured blue), a red filter (F625W, coloured green) and a near-infrared filter (F814W, coloured red). The total exposure times per filter were 750 s, 400 s and 567 s, respectively. The field of view is about 2.6 arcminutes across. Image: ESA/Hubble & NASA"
35,M5,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-5-location.png,Messier 5 location. Image: NASA (Wikisky)
36,M5,https://www.messier-objects.com/wp-content/uploads/2015/01/Messier-5-Hubble.jpg,Messier 5 by Hubble Space Telescope. Image: NASA (Wikisky)
37,M5,https://www.messier-objects.com/wp-content/uploads/2015/01/NGC-5904.jpg,Messier 5. Image: Adam Block/Mount Lemmon SkyCenter/University of Arizona
38,M5,https://www.messier-objects.com/wp-content/uploads/2015/01/M5-globular-cluster.jpg,Messier 5. Image: Rawastrodata at wikipedia.org
39,M5,https://www.messier-objects.com/wp-content/uploads/2015/01/M5-location.png,Messier 5 location. Image: IAU and Sky & Telescope magazine (Roger Sinnott & Rick Fienberg)
40,M6,https://www.messier-objects.com/wp-content/uploads/2015/02/Messier-6.jpg,Messier 6 (Butterfly Cluster). Image: Ole Nielsen
41,M6,https://www.messier-objects.com/wp-content/uploads/2015/02/Messier-6-Wikisky.jpg,Messier 6. Image: NASA (Wikisky)
42,M6,https://www.messier-objects.com/wp-content/uploads/2015/02/Butterfly-Cluster.jpg,"Butterfly Cluster (M6). Atlas Image mosaic obtained as part of the Two Micron All Sky Survey (2MASS), a joint project of the University of Massachusetts and the Infrared Processing and Analysis Center/California Institute of Technology, funded by the National Aeronautics and Space Administration and the National Science Foundation."
43,M6,https://www.messier-objects.com/wp-content/uploads/2015/02/Messier-6-location.png,Messier 6 location. Image: IAU and Sky & Telescope magazine (Roger Sinnott & Rick Fienberg)
44,M7,https://www.messier-objects.com/wp-content/uploads/2015/02/Messier-7.jpg,"This new image from the Wide Field Imager on the MPG/ESO 2.2-metre telescope at ESO’s La Silla Observatory in Chile, shows the bright star cluster Messier 7, also known as NGC 6475. Easily spotted by the naked eye in the direction of the tail of the constellation of Scorpius (The Scorpion), this cluster is one of the most prominent open clusters of stars in the sky and an important research target. Image: ESO"
45,M7,https://www.messier-objects.com/wp-content/uploads/2015/02/Ptolemy-Cluster.jpeg,"Open star cluster Messier 7 also called Ptolemy Cluster, photographed at La Palma, Roque de los Muchachos (Degollada de los Franceses)."
46,M7,https://www.messier-objects.com/wp-content/uploads/2015/02/NGC-6475.jpg,Ptolemy’s Cluster (Messier 7). Atlas Image mosaic courtesy of 2MASS/UMass/IPAC-Caltech/NASA/NSF.
47,M7,https://www.messier-objects.com/wp-content/uploads/2015/02/Messier-7-location.png,Messier 7 location. Image: IAU and Sky & Telescope magazine (Roger Sinnott & Rick Fienberg)
48,M8,https://www.messier-objects.com/wp-content/uploads/2015/02/Messier-8.jpg,"The VLT Survey Telescope (VST) at ESO’s Paranal Observatory in Chile has captured this richly detailed new image of the Lagoon Nebula. This giant cloud of gas and dust is creating intensely bright young stars, and is home to young stellar clusters. This image is a tiny part of just one of eleven public surveys of the sky now in progress using ESO telescopes. Together these are providing a vast legacy of publicly available data for the global astronomical community. Image: ESO/VPHAS+ team"
49,M8,https://www.messier-objects.com/wp-content/uploads/2015/02/Messier-8-and-Messier-20.jpg,The Trifid Nebula (Messier 20) and the Lagoon Nebula (Messier 8). Image: Peter Kennett
50,M8,https://www.messier-objects.com/wp-content/uploads/2015/02/Lagoon-Nebula.jpg,"Gas and dust condense, beginning the process of creating new stars in this image of Messier 8, also known as the Lagoon Nebula. Located four to five thousand light-years away, in the constellation of Sagittarius (the Archer), the nebula is a giant interstellar cloud, one hundred light-years across. It boasts many large, hot stars, whose ultraviolet radiation sculpts the gas and dust into unusual shapes. Two of these giant stars illuminate the brightest part of the nebula, known as the Hourglass Nebula, a spiralling, funnel-like shape near its centre. Messier 8 is one of the few star-forming nebulae visible to the unaided eye, and was discovered as long ago as 1747, although the full range of colours wasn’t visible until the advent of more powerful telescopes. Image: ESO/IDA/Danish 1.5 m/ R. Gendler, U.G. Jørgensen, K. Harpsøe"
51,M8,https://www.messier-objects.com/wp-content/uploads/2015/02/Lagoon-Nebula-twisters.jpg,Giant “Twisters” in the Lagoon Nebula. Image: NASA (Hubble)
52,M8,https://www.messier-objects.com/wp-content/uploads/2015/02/M8.jpg,"This new infrared view of the star formation region Messier 8, often called the Lagoon Nebula, was captured by the VISTA telescope at ESO’s Paranal Observatory in Chile. This colour picture was created from images taken through J, H and Ks near-infrared filters, and which were acquired as part of a huge survey of the central parts of the Milky Way. The field of view is about 34 by 15 arc minutes. Image: ESO/VVV"
53,M8,https://www.messier-objects.com/wp-content/uploads/2015/02/NGC-6523.jpg,"The third image of ESO’s GigaGalaxy Zoom project is an amazing vista of the Lagoon Nebula taken with the 67-million-pixel Wide Field Imager attached to the MPG/ESO 2.2-metre telescope at the La Silla Observatory in Chile. The image covers more than one and a half square degree — an area eight times larger than that of the Full Moon — with a total of about 370 million pixels. It is based on images acquired using three different broadband filters (B, V, R) and one narrow-band filter (H-alpha). Image: ESO"
54,M8,https://www.messier-objects.com/wp-content/uploads/2015/02/Messier-8-location.png,Messier 8 location. Image: IAU and Sky & Telescope magazine (Roger Sinnott & Rick Fienberg)
55,M8,https://www.messier-objects.com/wp-content/uploads/2015/02/M8-Lagoon-Nebula.jpg,Lagoon Nebula (M8). Image: Hewholooks at wikipedia.org
56,M8,https://www.messier-objects.com/wp-content/uploads/2015/02/Lagoon-Nebula-central-region.jpg,Central region of the Lagoon Nebula (also known as M8 and NGC 6523) – an H II region in the Sagittarius constellation. The photo was taken by the Southern African Large Telescope (SALT).
57,M8,https://www.messier-objects.com/wp-content/uploads/2015/02/Messier-8-centre.jpg,"Like a Dali masterpiece, this image of Messier 8 from the NASA/ESA Hubble Space Telescope is both intensely colourful and distinctly surreal. Located in the constellation of Sagittarius (The Archer), this giant cloud of glowing interstellar gas is a stellar nursery that is also known as the Lagoon Nebula. Although the name definitely suits the beauty of this object, “lagoon” does suggest tranquillity and there is nothing placid about the high-energy radiation causing these intricate clouds to glow. The massive stars hiding within the heart of the nebula give off enormous amounts of ultraviolet radiation, ionising the gas and causing it to shine colourfully, as well as sculpting the surrounding nebula into strange shapes. The result is an object around four to five thousand light-years away which, on a clear night, is faintly visible to the naked eye. Since it was first recorded back in the 1747 this object has been photographed and analysed at many different wavelengths. By using infrared detectors it is possible to delve into the centre of these dusty regions to study the objects within. However, while this optical image, taken with the Advanced Camera for Surveys (ACS) on the Hubble Space Telescope, cannot pierce the obscuring matter it is undoubtedly one of the most visually impressive. Messier 8 is an enormous structure — around 140 by 60 light-years in extent — to put this in perspective the orbit of Neptune stretches only about four light-hours from our own Sun. This image depicts a small region in the centre of the nebula, while the region adjacent to the Lagoon Nebula, from the same Hubble observations, can be seen here.This picture was created from exposures taken with the Wide Field Channel of the Advanced Camera for Surveys on Hubble. Light from glowing hydrogen (through the F658N filter) is coloured red. Light from ionised nitrogen (through the F660N filter) is coloured green and light through a yellow filter (F550M) is coloured blue. The exposure times through each filter are 1560 s, 1600 s and 400 s respectively. The blue-white flare at the lower left of the image is scattered light from a bright star just outside the field of view. The field of view is about 3.3 by 1.7 arc minutes. Image: ESA/Hubble & NASA"
58,M9,https://www.messier-objects.com/wp-content/uploads/2015/02/Messier-9.jpg,"This image from the NASA/ESA Hubble Space Telescope shows the globular cluster Messier 9. Hubble’s image resolves stars right into the centre of the cluster, and clearly shows they have different colours. Redder colours signify lower surface temperatures, while blue stars are extremely hot. Image: NASA & ESA"
59,M9,https://www.messier-objects.com/wp-content/uploads/2015/02/NGC-6333.jpg,Messier 9 (NGC 6333). Image: NASA (Wikisky)
60,M9,https://www.messier-objects.com/wp-content/uploads/2015/02/M9.jpg,"Messier 9 (NGC 6333). Atlas Image mosaic obtained as part of the Two Micron All Sky Survey (2MASS), a joint project of the University of Massachusetts and the Infrared Processing and Analysis Center/California Institute of Technology, funded by the National Aeronautics and Space Administration and the National Science Foundation."
61,M9,https://www.messier-objects.com/wp-content/uploads/2015/02/Messier-9-location.png,Messier 9 location. Image: IAU and Sky & Telescope magazine (Roger Sinnott & Rick Fienberg)
62,M10,https://www.messier-objects.com/wp-content/uploads/2015/03/Messier-10.jpg,Messier 10. Image: NASA (Wikisky)
63,M10,https://www.messier-objects.com/wp-content/uploads/2015/03/M10-globular-cluster.jpg,"Globular cluster M10. Image: Till Credner und Sven Kohle, Observatorium Hoher List"
64,M10,https://www.messier-objects.com/wp-content/uploads/2015/03/NGC-6254.jpg,Messier 10. Image: Hewholooks at wikipedia.org
65,M10,https://www.messier-objects.com/wp-content/uploads/2015/03/Messier-10-location.png,Messier 10 location. Image: IAU and Sky & Telescope magazine (Roger Sinnott & Rick Fienberg)
66,M10,https://www.messier-objects.com/wp-content/uploads/2015/03/M10.jpg,"Messier 10. Like many of the most famous objects in the sky, globular cluster Messier 10 was of little interest to its discoverer: Charles Messier, the 18th century French astronomer, catalogued over 100 galaxies and clusters, but was primarily interested in comets. Through the telescopes available at the time, comets, nebulae, globular clusters and galaxies appeared just as faint, diffuse blobs and could easily be confused for one another. Only by carefully observing their motion — or lack of it — were astronomers able to distinguish them: comets move slowly relative to the stars in the background, while other more distant astronomical objects do not move at all. Messier’s decision to catalogue all the objects that he could find and that were not comets, was a pragmatic solution which would have a huge impact on astronomy. His catalogue of just over 100 objects includes many of the most famous objects in the night sky. Messier 10, seen here in an image from the NASA/ESA Hubble Space Telescope, is one of them. Messier described it in the very first edition of his catalogue, which was published in 1774 and included the first 45 objects he identified. Messier 10 is a ball of stars that lies about 15 000 light-years from Earth, in the constellation of Ophiuchus (The Serpent Bearer). Approximately 80 light-years across, it should therefore appear about two thirds the size of the Moon in the night sky. However, its outer regions are extremely diffuse, and even the comparatively bright core is too dim to see with the naked eye. Hubble, which has no problems seeing faint objects, has observed the brightest part of the centre of the cluster in this image, a region which is about 13 light-years across. This image is made up of observations made in visible and infrared light using Hubble’s Advanced Camera for Surveys. The observations were carried out as part of a major Hubble survey of globular clusters in the Milky Way. Image: ESA/Hubble & NASA"
67,M11,https://www.messier-objects.com/wp-content/uploads/2015/03/Messier-11.jpg,"Wild Ducks Take Flight in Open ClusterThe Wide Field Imager on the MPG/ESO 2.2-metre telescope at ESO’s La Silla Observatory in Chile has taken this beautiful image, dappled with blue stars, of one of the most star-rich open clusters currently known — Messier 11, also known as NGC 6705 or the Wild Duck Cluster. Messier 11 is an open cluster, sometimes referred to as a galactic cluster, located around 6000 light-years away in the constellation of Scutum (The Shield). It was first discovered by German astronomer Gottfried Kirch in 1681 at the Berlin Observatory, appearing as nothing more than a fuzzy blob through the telescope. It wasn’t until 1733 that the blob was first resolved into separate stars by the Reverend William Derham in England, and Charles Messier added it to his famous catalogue in 1764. Messier was a comet hunter and the catalogue came into being as he was frustrated by constantly observing fixed, diffuse objects that looked like comets (for example, objects that we now know to be clusters, galaxies and nebulae). He wanted a record in order to avoid accidentally observing them again and confusing them with possible new comets. This particular stellar cluster was noted down as the eleventh such object — hence the name of Messier 11.Open clusters are typically found lying in the arms of spiral galaxies or in the denser regions of irregular galaxies, where star formation is still common. Messier 11 is one of the most star-rich and compact of the open clusters, being almost 20 light-years across and home to close to 3000 stars. Open clusters are different to globular clusters, which tend to be very dense, tightly bound by gravity, and contain hundreds of thousands of very old stars — some of which are nearly as old as the Universe itself. Image: ESO"
68,M11,https://www.messier-objects.com/wp-content/uploads/2015/03/Wild-Duck-Cluster.jpg,"The open cluster Messier 11 Many stars like our Sun were formed in open clusters. The above pictured open cluster, M11, contains thousands of stars and is just over five thousand light years distant. The stars in this cluster all formed together about 250 million years ago. The bright young stars in M11 appear blue. Open clusters, also called galactic clusters, contain fewer and younger stars than globular clusters. Also unlike globular clusters, open clusters are generally confined to the plane of our Galaxy. M11 is visible with binoculars towards the constellation of Scutum. Image: NASA"
69,M11,https://www.messier-objects.com/wp-content/uploads/2015/03/M11.jpg,Messier 11. Image: Rawastrodata at wikipedia.org
70,M11,https://www.messier-objects.com/wp-content/uploads/2015/03/Messier-11-location.png,Messier 11 location. Image: IAU and Sky & Telescope magazine (Roger Sinnott & Rick Fienberg)
71,M12,https://www.messier-objects.com/wp-content/uploads/2015/03/Messier-12.jpg,"The high concentration of stars within globular clusters, like Messier 12, shown here in an image from the NASA/ESA Hubble Space Telescope, makes them beautiful photographic targets. But the cramped living quarters in these clusters also makes them home to exotic binary star systems where two stars are locked in tight orbits around each other and matter from one is gobbled up by its companion, releasing X-rays. It is thought that such X-ray binaries form from very close encounters between stars in crowded regions, such as globular clusters, and even though Messier 12 is fairly diffuse by globular cluster standards, such X-ray sources have been spotted there. Astronomers have also discovered that Messier 12 is home to far fewer low-mass stars than was previously expected. In a recent study, astronomers used the European Southern Observatory’s Very Large Telescope at Cerro Paranal, Chile, to measure the brightness and colours of more than 16 000 of the globular’s 200 000 stars. They speculate that nearly one million low-mass stars have been ripped away from Messier 12 as the globular has passed through the densest regions of the Milky Way during its orbit around the galactic centre. It seems that the serenity of this view of Messier 12 is misleading and the object has had a violent and disturbed past. Messier 12 lies about 23 000 light-years away in the constellation of Ophiuchus (The Serpent Bearer). This image was taken using the Wide Field Channel of Hubble’s Advanced Camera for Surveys. The colour image was created from exposures through a blue filter (F435W, coloured blue), a red filter (F625W, coloured green) and a filter that passes near-infrared light (F814W coloured red). The total exposure times were 1360 s, 200 s and 364 s, respectively. The field of view is about 3.2 x 3.1 arcminutes. Image: ESA/Hubble & NASA"
72,M12,https://www.messier-objects.com/wp-content/uploads/2015/03/Gumball-Globular.jpg,Messier 12. Image: Hewholooks at wikipedia.org
73,M12,https://www.messier-objects.com/wp-content/uploads/2015/03/M12.jpg,"Centre of the globular cluster Messier 12 as observed with the FORS-1 multi-mode instrument on ESO’s Very Large Telescope (Cerro Paranal, Chile). The picture covers a region of about 3.5 arcmin on a side, corresponding to about 23 light years at the distance of Messier 12. It is based on data in five different filters: U, B, V, R and H-alpha. Here only the short exposures were used while for their scientific analysis, the authors used much longer exposures. Guido De Marchi (ESA) reduced the data and Kristina Boneva and Haennes Heyer (ESO) did the final image processing. The observations were obtained with very good conditions, the image quality (‘seeing’) being around 0.6 arcsec. Image: ESO"
74,M12,https://www.messier-objects.com/wp-content/uploads/2015/03/Messier-12-location.png,Messier 12 location. Image: IAU and Sky & Telescope magazine (Roger Sinnott & Rick Fienberg)
75,M13,https://www.messier-objects.com/wp-content/uploads/2015/03/Messier-13.jpg,Messier 13 (Hercules Globular Cluster). Image: Adam Block/Sid Leach/Mount Lemmon SkyCenter/University of Arizona
76,M13,https://www.messier-objects.com/wp-content/uploads/2015/03/Hercules-Globular-Cluster.jpg,Messier 13 globular cluster from Hubble Space Telescope; 3.3′ view. Image: NASA
77,M13,https://www.messier-objects.com/wp-content/uploads/2015/03/M13.jpg,Messier 13 imaged by a DSLR camera. Image: Rawastrodata at wikipedia.org
